tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Đa xơ cứng,Khí huyết hư,"Tê bì, Yếu cơ, Nhạt mặt, Chóng mặt",Hoàng kỳ quế chi ngũ vật thang,"Hoàng kỳ, Quế chi, Bạch thược, Sinh khương, Đại táo"
Lupus ban đỏ,Huyết nhiệt vọng hành,"Da xuất hiện ban đỏ hình bướm, Sốt, Đau khớp, Rụng tóc",Tê giác địa hoàng thang gia vị,"Sừng tê giác, Sinh địa, Mẫu đơn bì, Bạch thược, Huyền sâm, Liên kiều"
Lupus ban đỏ,Âm hư hỏa vượng,"Da ban đỏ, Sốt nhẹ, Miệng khô, Đổ mồ hôi trộm",Thanh hao quy bản thang,"Thanh hao, Quy bản, Sinh địa, Tri mẫu, Đan bì"
Lupus ban đỏ,Thấp nhiệt uẩn kết,"Da ban đỏ, Đau khớp, Sốt, Miệng đắng",Nhân trần cao thang gia vị,"Nhân trần, Chi tử, Đại hoàng, Hoàng cầm, Thạch cao"
Viêm khớp dạng thấp,Phong thấp nhiệt,"Đau khớp sưng nóng đỏ, Sốt, Đau lan nhiều khớp",Bạch hổ gia quế chi thang,"Thạch cao, Tri mẫu, Quế chi, Cam thảo, Ngạnh mễ"
Viêm khớp dạng thấp,Hàn thấp úc kết,"Đau khớp dữ dội, Sợ lạnh, Cứng khớp buổi sáng",Ô đầu thang,"Chế ô đầu, Ma hoàng, Hoàng kỳ, Bạch thược, Cam thảo"
Viêm khớp dạng thấp,Đàm ứ trở lạc,"Đau khớp kéo dài, Biến dạng khớp, Sưng to cứng",Đào hồng tứ vật thang hợp Kiên tý thang,"Đào nhân, Hồng hoa, Đương quy, Thục địa, Bạch thược, Xuyên khung"
Viêm cột sống dính khớp,Thận dương hư,"Đau lưng mỏi gối, Cứng cột sống, Sợ lạnh",Hữu quy hoàn,"Thục địa, Sơn dược, Sơn thù, Câu kỷ tử, Lộc giác giao, Thỏ ty tử"
Viêm cột sống dính khớp,Thấp nhiệt trở lạc,"Đau lưng nóng rát, Sốt, Cứng cột sống",Tứ diệu hoàn,"Hoàng bá, Thương truật, Ngưu tất, Ý dĩ nhân"
Viêm cột sống dính khớp,Ứ huyết nội kết,"Đau lưng cố định như dùi đâm, Cứng cột sống, Đau về đêm",Thân thống trục ứ thang,"Tần giao, Xuyên khung, Đào nhân, Hồng hoa, Cam thảo, Khương hoạt"
Thoát vị đĩa đệm,Khí trệ huyết ứ,"Đau lưng lan xuống chân, Tê bì chân, Đau tăng khi cử động",Thân thống trục ứ thang gia vị,"Tần giao, Xuyên khung, Đào nhân, Hồng hoa, Cam thảo, Khương hoạt, Ngưu tất"
Thoát vị đĩa đệm,Can thận hư,"Đau lưng mỏi gối, Yếu chân, Đau tăng khi mệt mỏi",Độc hoạt ký sinh thang,"Độc hoạt, Tang ký sinh, Tần giao, Phòng phong, Tế tân, Đương quy, Bạch thược"
Thoát vị đĩa đệm,Hàn thấp trở lạc,"Đau lưng lan xuống chân, Sợ lạnh, Nặng nề, Chườm ấm giảm",Cam khương linh truật thang gia vị,"Can khương, Cam thảo, Bạch linh, Bạch truật, Quế chi"
Đau thần kinh tọa,Can khí uất kết,"Đau dọc thần kinh tọa, Cáu gắt, Đau tức ngực sườn",Sài hồ sơ can tán gia vị,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Diên hồ sách"
Đau thần kinh tọa,Huyết ứ trở lạc,"Đau như dùi đâm dọc thần kinh tọa, Đau tăng về đêm",Thân thống trục ứ thang,"Tần giao, Xuyên khung, Đào nhân, Hồng hoa, Cam thảo, Khương hoạt"
Đau thần kinh tọa,Phong hàn thấp,"Đau dọc thần kinh tọa, Sợ lạnh, Nặng nề, Đau tăng khi trời ẩm",Độc hoạt ký sinh thang,"Độc hoạt, Tang ký sinh, Tần giao, Phòng phong, Tế tân, Đương quy, Bạch thược"
Viêm dây thần kinh,Phong nhiệt trở lạc,"Đau rát dọc dây thần kinh, Sốt, Miệng khát",Thanh nhiệt tán thương ẩm,"Sinh địa, Đan bì, Chi tử, Hoàng cầm, Liên kiều"
Viêm dây thần kinh,Âm hư hỏa vượng,"Đau âm ỉ dọc dây thần kinh, Khô miệng, Sốt nhẹ",Thiên vương bổ tâm đan,"Sinh địa, Huyền sâm, Thiên môn, Mạch môn, Đan sâm"
Viêm dây thần kinh,Ứ huyết nội kết,"Đau như kim đâm dọc dây thần kinh, Da dẻ khô ráp",Đào hồng tứ vật thang,"Đào nhân, Hồng hoa, Đương quy, Thục địa, Bạch thược, Xuyên khung"
Thiếu máu,Khí huyết hư,"Chóng mặt, Mệt mỏi, Nhạt mặt, Hồi hộp, Mất ngủ",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Thiếu máu,Tỳ vị hư,"Ăn kém, Phân nát, Mệt mỏi",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo, Biển đậu"
Thiếu máu,Thận tinh hư,"Chóng mặt, Ù tai, Lưng mỏi, Hay quên",Lục vị địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì"
Xuất huyết giảm tiểu cầu,Huyết nhiệt vọng hành,"Xuất hiện ban tím dưới da, Chảy máu cam, Chảy máu lợi, Sốt",Tê giác địa hoàng thang,"Sừng tê giác, Sinh địa, Mẫu đơn bì, Bạch thược"
Xuất huyết giảm tiểu cầu,Khí bất nhiếp huyết,"Ban tím mờ nhạt kéo dài, Mệt mỏi, Chảy máu cam nhẹ",Quy tỳ thang,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn, Toan táo nhân"
Xuất huyết giảm tiểu cầu,Âm hư hỏa vượng,"Ban tím, Sốt nhẹ, Khô miệng, Đổ mồ hôi trộm",Thanh nhiệt huyết thang,"Sinh địa, Đan bì, Huyền sâm, Mạch môn, Hoàng cầm"
Rối loạn đông máu,Huyết nhiệt ứ,"Chảy máu khó cầm, Sốt, Ban tím, Đau khớp",Tê giác địa hoàng thang gia vị,"Sừng tê giác, Sinh địa, Mẫu đơn bì, Bạch thược, Chi tử"
Rối loạn đông máu,Khí hư huyết ứ,"Chảy máu rỉ rả, Mệt mỏi, Nhạt mặt",Bổ trung ích khí thang gia vị,"Hoàng kỳ, Đảng sâm, Bạch truật, Đương quy, Trần bì, Thăng ma"
Rối loạn đông máu,Thận tinh hư,"Chảy máu kéo dài, Lưng mỏi, Ù tai, Chóng mặt",Lục vị địa hoàng hoàn gia vị,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, A giao"
Bệnh bạch cầu,Nhiệt độc thịnh,"Sốt cao dai dẳng, Xuất huyết dưới da, Đau họng",Thanh ôn bại độc ẩm,"Thạch cao, Tri mẫu, Sinh địa, Sừng tê giác, Hoàng liên, Hoàng cầm"
Bệnh bạch cầu,Khí huyết hư,"Người gầy yếu, Mệt mỏi nhiều, Nhạt mặt, Hồi hộp",Quy tỳ thang gia vị,"Nhân sâm, Bạch truật, Phục thần, Hoàng kỳ, Long nhãn, Toan táo nhân, Đương quy"
Bệnh bạch cầu,Âm hư hỏa vượng,"Sốt nhẹ, Khô miệng, Đổ mồ hôi trộm, Xuất huyết rải rác",Thanh nhiệt huyết thang gia vị,"Sinh địa, Đan bì, Huyền sâm, Mạch môn, Hoàng cầm, Bạch thược"
Ung thư phổi,Phế nhiệt uất kết,"Ho khan, Khạc đờm có máu, Tức ngực, Gầy sút",Thanh táo cứu phế thang,"Thạch cao, Tang diệp, Hạnh nhân, Tỳ bà diệp, Nhân sâm, A giao"
Ung thư phổi,Đàm thấp uẩn phế,"Ho nhiều đờm trắng, Ngực tức, Khó thở, Mệt mỏi",Nhị trần thang hợp Tam tử thang,"Bán hạ, Trần bì, Phục linh, Cam thảo, Bạch giới tử, Tô tử"
Ung thư phổi,Âm hư hỏa vượng,"Ho khan, Khô họng, Sốt nhẹ, Đổ mồ hôi trộm",Bách hợp cố kim thang,"Bách hợp, Mạch môn, Sinh địa, Thục địa, Đương quy, Bạch thược"
Ung thư dạ dày,Can khí phạm vị,"Đau thượng vị, Ợ chua, Cáu gắt, Gầy sút",Sài hồ sơ can tán hợp Tả tâm thang,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Hoàng liên, Hoàng cầm"
Ung thư dạ dày,Vị âm hư,"Đau bỏng rát thượng vị, Khát nước, Lưỡi đỏ, Gầy sút",Nhất quán tiễn gia vị,"Sa sâm, Mạch môn, Đương quy, Sinh địa, Câu kỷ tử, Thạch hộc"
Ung thư dạ dày,Thực trệ ứ,"Đau thượng vị, Ăn vào khó tiêu, Nôn ra thức ăn, Gầy sút",Bảo hòa hoàn gia vị,"Sơn tra, Thần khúc, La bạc tử, Bán hạ, Trần bì, Phục linh, Hoàng liên"
Ung thư gan,Can khí uất kết,"Đau sườn phải, Ợ hơi, Cáu gắt, Gầy sút",Sài hồ sơ can tán gia vị,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Xuyên khung"
Ung thư gan,Thấp nhiệt uẩn kết,"Đau sườn phải dữ dội, Vàng da, Sốt, Gầy sút",Nhân trần cao thang gia vị,"Nhân trần, Chi tử, Đại hoàng, Hoàng cầm, Trạch tả"
Ung thư gan,Âm hư hỏa vượng,"Đau sườn phải âm ỉ, Khô miệng, Sốt nhẹ, Gầy sút",Lục vị địa hoàng hoàn gia vị,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Sài hồ"
Ung thư đại trực tràng,Thấp nhiệt uẩn kết,"Đau quặn bụng, Tiêu chảy phân lẫn máu, Mót rặn, Gầy sút",Thược dược thang gia vị,"Bạch thược, Đương quy, Hoàng liên, Hoàng bá, Hoàng cầm, Đại hoàng"
Ung thư đại trực tràng,Khí trệ huyết ứ,"Đau bụng cố định, Tiêu chảy táo bón xen kẽ, Gầy sút",Huyết phủ trục ứ thang gia vị,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược"
Ung thư đại trực tràng,Tỳ vị hư nhược,"Đau bụng âm ỉ, Phân nát, Mệt mỏi, Gầy sút",Sâm linh bạch truật tán gia vị,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo, Biển đậu, Hoàng kỳ"
Ung thư vú,Can khí uất kết,"Sưng vú, Đau tức, Có cục cứng, Cáu gắt",Qua lâu ngưu bàng thang,"Qua lâu, Ngưu bàng tử, Thiên hoa phấn, Hoàng cầm, Trần bì, Sài hồ"
Ung thư vú,Nhiệt độc xí thịnh,"Vú sưng to tấy đỏ, Đau nhức, Sốt cao, Gầy sút",Thấu nùng tán gia vị,"Xuyên sơn giáp, Tạo giác thích, Đương quy, Xuyên khung, Hoàng kỳ, Kim ngân hoa"
Ung thư vú,Khí huyết hư,"Sưng vú, Mệt mỏi, Nhạt mặt, Gầy sút",Bát trân thang gia vị,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Ung thư cổ tử cung,Thấp nhiệt hạ chú,"Đau bụng dưới, Huyết trắng vàng đục có mùi, Chảy máu",Tỳ giải phân thanh ẩm gia vị,"Tỳ giải, Ô dược, Ích trí nhân, Thạch xương bồ, Phục linh, Hoàng bá"
Ung thư cổ tử cung,Khí trệ huyết ứ,"Đau bụng dưới cố định, Chảy máu tím đen, Gầy sút",Huyết phủ trục ứ thang,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược"
Ung thư cổ tử cung,Tỳ vị hư nhược,"Đau bụng âm ỉ, Mệt mỏi, Ăn kém, Gầy sút",Sâm linh bạch truật tán gia vị,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo, Biển đậu, Hoàng kỳ"
Ung thư tuyến tiền liệt,Thấp nhiệt hạ chú,"Đau tức tiền liệt, Tiểu buốt rắt, Bí tiểu, Gầy sút",Tỳ giải phân thanh ẩm hợp Bát chính tán,"Tỳ giải, Ô dược, Ích trí nhân, Thạch xương bồ, Mộc thông, Cù mạch, Xa tiền tử"
Ung thư tuyến tiền liệt,Thận tinh hư,"Đau âm ỉ tiền liệt, Tiểu đêm nhiều, Lưng mỏi, Gầy sút",Lục vị địa hoàng hoàn gia vị,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Ngưu tất"
Ung thư tuyến tiền liệt,Can uất khí trệ,"Đau tức tiền liệt, Cáu gắt, Tiểu không thông",Sài hồ sơ can tán gia vị,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Xuyên khung, Diên hồ sách"
HIV/AIDS,Phế khí hư,"Ho khan, Hụt hơi, Tự ra mồ hôi, Dễ cảm mạo",Sinh mạch tán gia vị,"Nhân sâm, Mạch môn, Ngũ vị tử, Hoàng kỳ"
HIV/AIDS,Tỳ vị hư nhược,"Ăn kém, Phân nát, Mệt mỏi, Gầy sút",Sâm linh bạch truật tán gia vị,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo, Biển đậu, Hoàng kỳ"
HIV/AIDS,Thận tinh hư,"Chóng mặt, Ù tai, Lưng mỏi, Di tinh",Lục vị địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì"
Lao phổi,Phế âm hư,"Ho khan ít đờm, Khô họng, Sốt nhẹ, Đổ mồ hôi trộm",Bách hợp cố kim thang,"Bách hợp, Mạch môn, Sinh địa, Thục địa, Đương quy, Bạch thược"
Lao phổi,Phế nhiệt tân thương,"Ho khạc đờm vàng có máu, Sốt cao, Khát nước",Thanh táo cứu phế thang,"Thạch cao, Tang diệp, Hạnh nhân, Tỳ bà diệp, Nhân sâm, A giao"
Lao phổi,Âm dương lưỡng hư,"Ho khan, Mệt mỏi nhiều, Sợ lạnh, Lạnh tay chân",Kim quỹ thận khí hoàn,"Can địa hoàng, Sơn dược, Sơn thù, Trạch tả, Phục linh, Quế chi, Phụ tử"
Viêm màng não,Phong nhiệt thịnh,"Sốt cao, Đau đầu dữ dội, Cứng cổ, Buồn nôn, Hôn mê",Thanh ôn bại độc ẩm,"Thạch cao, Tri mẫu, Sinh địa, Sừng tê giác, Hoàng liên, Hoàng cầm"
Viêm màng não,Đàm nhiệt thịnh,"Sốt cao, Hôn mê, Co giật, Khạc đờm vàng",Hoàng liên ôn đởm thang gia vị,"Hoàng liên, Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh, Toàn yết"
Viêm màng não,Âm hư hỏa vượng,"Sốt nhẹ, Đau đầu, Khô miệng, Hôn mê nhẹ",Thiên vương bổ tâm đan,"Sinh địa, Huyền sâm, Thiên môn, Mạch môn, Đan sâm"
Sốt xuất huyết,Nhiệt thịnh,"Sốt cao đột ngột, Đau đầu, Đau cơ, Chảy máu cam",Thanh nhiệt giải độc thang,"Kim ngân hoa, Liên kiều, Bạc hà, Cát cánh, Ngưu bàng tử"
Sốt xuất huyết,Huyết nhiệt,"Sốt cao, Ban xuất huyết dưới da, Chảy máu cam, Chảy máu chân răng",Tê giác địa hoàng thang,"Sừng tê giác, Sinh địa, Mẫu đơn bì, Bạch thược"
Sốt xuất huyết,Âm hư hỏa vượng,"Sốt lui, Khô miệng, Đổ mồ hôi trộm, Mệt mỏi",Thanh nhiệt huyết thang,"Sinh địa, Đan bì, Huyền sâm, Mạch môn, Hoàng cầm"
Sốt rét,Đàm nhiệt,"Sốt rét từng cơn, Đau đầu, Buồn nôn, Rêu lưỡi vàng",Đàm nhiệt thanh thang,"Thanh hao, Hoàng cầm, Trúc nhự, Chỉ thực, Bán hạ"
Sốt rét,Can hỏa,"Sốt rét dữ dội, Đau đầu, Miệng đắng, Mặt đỏ",Long đởm tả can thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông"
Sốt rét,Âm hư,"Sốt rét nhẹ, Khô miệng, Đổ mồ hôi trộm, Mệt mỏi",Thanh hao quy bản thang,"Thanh hao, Quy bản, Sinh địa, Tri mẫu, Đan bì"
Giun sán,Trùng tích,"Đau bụng quanh rốn, Ngứa hậu môn, Hay cắn móng tay",Sử quân tử hoàn,"Sử quân tử, Binh lang, Nam tinh, Khổ luyện căn bì"
Giun sán,Thấp nhiệt,"Đau bụng, Phân có giun, Ngứa hậu môn, Miệng đắng",Tỳ giải phân thanh ẩm gia vị,"Tỳ giải, Ô dược, Ích trí nhân, Thạch xương bồ, Sử quân tử"
Giun sán,Tỳ vị hư nhược,"Đau bụng âm ỉ, Mệt mỏi, Ăn kém, Gầy yếu",Sâm linh bạch truật tán gia vị,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo, Sử quân tử"
Viêm da cơ địa,Phong nhiệt,"Da ngứa, Đỏ, Sốt, Khô da",Tiêu phong thang,"Kinh giới, Phòng phong, Đương quy, Sinh địa, Thạch cao"
Viêm da cơ địa,Thấp nhiệt,"Da nổi mụn nước, Ngứa nhiều, Rỉ dịch",Nhiệt thấp thang,"Hoàng bá, Thương truật, Phục linh, Trạch tả, Ý dĩ nhân"
Viêm da cơ địa,Huyết hư phong táo,"Da khô, Bong tróc, Ngứa về đêm, Mệt mỏi",Dưỡng huyết thang,"Đương quy, Thục địa, Bạch thược, Xuyên khung, Kinh giới"
Viêm da tiếp xúc,Phong nhiệt,"Da đỏ sưng, Ngứa rát, Sốt",Tiêu phong thang gia vị,"Kinh giới, Phòng phong, Đương quy, Sinh địa, Thạch cao, Liên kiều"
Viêm da tiếp xúc,Thấp nhiệt,"Da nổi mụn nước, Ngứa nhiều, Rỉ dịch",Nhiệt thấp thang gia vị,"Hoàng bá, Thương truật, Phục linh, Trạch tả, Ý dĩ nhân, Hoàng cầm"
Viêm da tiếp xúc,Huyết nhiệt,"Da đỏ rực, Ngứa dữ dội, Sốt cao",Tê giác địa hoàng thang,"Sừng tê giác, Sinh địa, Mẫu đơn bì, Bạch thược"
Vảy nến,Phong nhiệt huyết táo,"Da xuất hiện vảy trắng bạc, Ngứa, Khô da",Thanh nhiệt huyết thang gia vị,"Sinh địa, Đan bì, Huyền sâm, Mạch môn, Hoàng cầm, Kinh giới"
Vảy nến,Thấp nhiệt uẩn kết,"Da có mảng đỏ có vảy, Ngứa, Rỉ dịch",Nhiệt thấp thang,"Hoàng bá, Thương truật, Phục linh, Trạch tả, Ý dĩ nhân"
Vảy nến,Âm hư hỏa vượng,"Vảy nến mãn tính, Khô da, Ngứa về đêm, Đổ mồ hôi trộm",Lục vị địa hoàng hoàn gia vị,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Kinh giới"
Chàm (Eczema),Thấp nhiệt,"Da nổi mụn nước, Ngứa nhiều, Rỉ dịch, Đỏ",Nhiệt thấp thang,"Hoàng bá, Thương truật, Phục linh, Trạch tả, Ý dĩ nhân"
Chàm,Phong nhiệt,"Da đỏ, Ngứa, Sốt, Khô da",Tiêu phong thang,"Kinh giới, Phòng phong, Đương quy, Sinh địa, Thạch cao"
Chàm,Huyết hư phong táo,"Da khô, Bong tróc, Ngứa về đêm, Mệt mỏi",Dưỡng huyết thang,"Đương quy, Thục địa, Bạch thược, Xuyên khung, Kinh giới"
Mề đay,Phong nhiệt,"Da nổi sẩn đỏ, Ngứa, Sốt, Sợ gió",Tiêu phong thang,"Kinh giới, Phòng phong, Đương quy, Sinh địa, Thạch cao"
Mề đay,Thấp nhiệt,"Da nổi sẩn nước, Ngứa nhiều, Rỉ dịch",Nhiệt thấp thang,"Hoàng bá, Thương truật, Phục linh, Trạch tả, Ý dĩ nhân"
Mề đay,Huyết hư,"Da nổi sẩn nhạt, Ngứa về đêm, Mệt mỏi",Dưỡng huyết thang,"Đương quy, Thục địa, Bạch thược, Xuyên khung, Kinh giới"
Viêm nha chu,Vị hỏa thượng viêm,"Chảy máu lợi, Sưng lợi, Đau răng, Hôi miệng",Thanh vị tán,"Sinh địa, Đương quy, Mẫu đơn bì, Hoàng liên, Thăng ma"
Viêm nha chu,Thấp nhiệt,"Chảy máu lợi, Sưng lợi, Ngứa, Rêu lưỡi vàng",Hoàng liên ôn đởm thang,"Hoàng liên, Bán hạ, Trúc nhự, Chỉ thực, Quất bì, Phục linh"
Viêm nha chu,Âm hư hỏa vượng,"Chảy máu lợi nhẹ, Sưng lợi, Đau răng âm ỉ",Tri bá địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Tri mẫu, Hoàng bá"
Viêm lợi,Vị hỏa thượng viêm,"Đau lợi, Sưng lợi, Chảy máu lợi, Hôi miệng",Thanh vị tán,"Sinh địa, Đương quy, Mẫu đơn bì, Hoàng liên, Thăng ma"
Viêm lợi,Thấp nhiệt,"Đau lợi, Ngứa, Sưng nhẹ, Rêu lưỡi vàng",Hoàng cầm thang,"Hoàng cầm, Chi tử, Mộc thông, Cam thảo"
Viêm lợi,Âm hư hỏa vượng,"Đau lợi âm ỉ, Chảy máu nhẹ, Khô miệng",Tri bá địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Tri mẫu, Hoàng bá"
Loét miệng,Tâm hỏa thượng viêm,"Loét lưỡi, Đau, Sưng, Tiểu đỏ rát",Đạo xích tán,"Sinh địa, Mộc thông, Trúc diệp, Cam thảo"
Loét miệng,Vị hỏa thượng viêm,"Loét môi, Đau, Sưng, Hôi miệng",Thanh vị tán,"Sinh địa, Đương quy, Mẫu đơn bì, Hoàng liên, Thăng ma"
Loét miệng,Âm hư hỏa vượng,"Loét miệng tái phát, Đau nhẹ, Khô miệng",Tri bá địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Tri mẫu, Hoàng bá"
Viêm mũi dị ứng,Phong hàn,"Chảy nước mũi trong, Hắt hơi, Ngạt mũi, Sợ lạnh",Xuyên khung trà điều tán,"Xuyên khung, Kinh giới, Bạc hà, Phòng phong, Cam thảo"
Viêm mũi dị ứng,Phong nhiệt,"Chảy nước mũi vàng, Hắt hơi, Ngạt mũi, Sốt",Tân di tán,"Tân di, Kinh giới, Phòng phong, Bạch chỉ, Cam thảo"
Viêm mũi dị ứng,Phế khí hư,"Chảy nước mũi trong, Dễ cảm mạo, Mệt mỏi",Ngọc bình phong tán,"Hoàng kỳ, Bạch truật, Phòng phong"
Viêm thanh quản,Phong nhiệt,"Khàn giọng, Đau họng, Sốt, Ho khan",Ngân kiều tán,"Kim ngân hoa, Liên kiều, Bạc hà, Cát cánh, Ngưu bàng tử"
Viêm thanh quản,Phế nhiệt,"Khàn giọng, Ho khạc đờm vàng, Sốt cao",Thanh yết lợi cách thang,"Liên kiều, Kim ngân hoa, Hoàng cầm, Chi tử, Cát cánh, Bạc hà"
Viêm thanh quản,Âm hư hỏa vượng,"Khàn giọng mãn tính, Khô họng, Đổ mồ hôi trộm",Tri bá địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Tri mẫu, Hoàng bá"
Viêm phế quản cấp,Phong nhiệt,"Ho đờm vàng, Sốt, Sợ gió, Đau họng",Tang cúc ẩm,"Tang diệp, Cúc hoa, Hạnh nhân, Liên kiều, Bạc hà, Cát cánh"
Viêm phế quản cấp,Phong hàn,"Ho đờm trắng, Sợ lạnh, Ngạt mũi, Không mồ hôi",Tam ảo thang,"Ma hoàng, Hạnh nhân, Cam thảo"
Viêm phế quản cấp,Phế nhiệt,"Ho đờm vàng đặc, Sốt cao, Khát nước",Định suyễn thang,"Ma hoàng, Bạch quả, Tô tử, Cam thảo, Hoàng cầm"
Viêm phổi,Phế nhiệt thịnh,"Sốt cao, Ho khạc đờm vàng, Đau ngực, Khó thở",Bạch hổ thang,"Thạch cao, Tri mẫu, Cam thảo, Ngạnh mễ"
Viêm phổi,Phế âm hư,"Sốt nhẹ, Ho khan, Khô họng, Đổ mồ hôi trộm",Bách hợp cố kim thang,"Bách hợp, Mạch môn, Sinh địa, Thục địa, Đương quy, Bạch thược"
Viêm phổi,Đàm thấp,"Ho nhiều đờm trắng, Ngực tức, Khó thở",Nhị trần thang,"Bán hạ, Trần bì, Phục linh, Cam thảo"
Viêm phế quản mãn tính,Phế khí hư,"Ho yếu, Hụt hơi, Tự ra mồ hôi, Mệt mỏi",Bổ phế thang,"Nhân sâm, Hoàng kỳ, Thục địa, Ngũ vị tử"
Viêm phế quản mãn tính,Phế âm hư,"Ho khan ít đờm, Khô họng, Sốt nhẹ",Bách hợp cố kim thang,"Bách hợp, Mạch môn, Sinh địa, Thục địa, Đương quy, Bạch thược"
Viêm phế quản mãn tính,Đàm thấp uẩn phế,"Ho nhiều đờm trắng, Ngực tức, Khó thở",Nhị trần thang hợp Tam tử thang,"Bán hạ, Trần bì, Phục linh, Cam thảo, Bạch giới tử, Tô tử"
Viêm phổi không điển hình,Phế nhiệt thịnh,"Sốt cao, Ho khan, Đau cơ, Khó thở",Bạch hổ thang gia vị,"Thạch cao, Tri mẫu, Cam thảo, Ngạnh mễ, Kim ngân hoa"
Viêm phổi không điển hình,Phế âm hư,"Sốt nhẹ, Ho khan, Khô họng, Mệt mỏi",Bách hợp cố kim thang,"Bách hợp, Mạch môn, Sinh địa, Thục địa, Đương quy, Bạch thược"
Viêm phổi không điển hình,Thấp nhiệt uẩn phế,"Sốt cao, Ho nhiều đờm vàng, Ngực tức",Nhân trần cao thang gia vị,"Nhân trần, Chi tử, Đại hoàng, Hoàng cầm, Phục linh"
Viêm họng cấp,Phong nhiệt,"Đau họng, Sốt, Ho khan, Khàn giọng",Ngân kiều tán,"Kim ngân hoa, Liên kiều, Bạc hà, Cát cánh, Ngưu bàng tử, Cam thảo"
Viêm họng cấp,Phế nhiệt,"Họng đỏ sưng, Sốt cao, Ho đờm vàng, Khát nước",Thanh yết lợi cách thang,"Liên kiều, Kim ngân hoa, Hoàng cầm, Chi tử, Cát cánh, Đại hoàng"
Viêm họng cấp,Âm hư hỏa vượng,"Họng khô đau, Sốt nhẹ, Khàn giọng tái phát",Tri bá địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Tri mẫu, Hoàng bá"
Viêm amidan,Phong nhiệt,"Amidan sưng đỏ, Sốt cao, Nuốt đau, Hạch cổ sưng",Thanh yết lợi cách thang gia vị,"Liên kiều, Kim ngân hoa, Hoàng cầm, Chi tử, Cát cánh, Ngưu bàng tử, Đại hoàng"
Viêm amidan,Nhiệt độc thịnh,"Amidan sưng to có mủ, Sốt cao dữ dội, Hôi miệng",Bồ hoàng tán,"Bồ hoàng, Huyền sâm, Hoàng cầm, Xạ can, Cam thảo"
Viêm amidan,Âm hư,"Amidan sưng nhẹ kéo dài, Khô họng, Ho khan",Tri bá địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Tri mẫu, Hoàng bá"
Viêm tai giữa,Phong nhiệt,"Đau tai, Ù tai, Sốt, Chảy dịch tai",Ngân kiều tán gia vị,"Kim ngân hoa, Liên kiều, Bạc hà, Cát cánh, Ngưu bàng tử, Long đởm thảo"
Viêm tai giữa,Can đảm hỏa thịnh,"Đau tai dữ dội, Ù tai tiếng ồn, Miệng đắng, Cáu gắt",Long đởm tả can thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông, Xa tiền tử"
Viêm tai giữa,Thận hư,"Ù tai, Nghe kém, Chóng mặt, Lưng mỏi",Nhĩ lung tả từ hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Từ thạch"
