tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Suy nhược thần kinh,Can tâm khí uất kết,"Tinh thần uất ức hoặc phiền muộn, đầy tức, hay thở dài, bụng đầy trướng, ăn kém, rêu lưỡi trắng, mạch Huyền",Tiêu Dao Thang gia vị,"Sài hồ, Bạch truật, Bạch thược, Qui đầu, Trần Bì, Trích thảo, Sinh khương, Bạc hà, Bạch linh, Hoàng cầm, Táo, Thanh bì, Uất kim, Hương phụ, Chỉ sác, Táo nhân"
Suy nhược thần kinh,Can tâm khí uất kết (phương 2),"Tinh thần uất ức hoặc phiền muộn, đầy tức, hay thở dài, bụng đầy trướng, ăn kém",Lý Khí Giải Uất Thang,"Hương phụ, Uất kim, Tật lê, Chỉ sác, Phục linh"
Suy nhược thần kinh,Âm hư hỏa vượng,"Hoa mắt, chóng mặt, nhức đầu, ù tai, hay quên, hồi hộp, hay xúc động, vui buồn thất thường, ngủ ít hay mơ, miệng khô họng khô, bừng nóng, táo bón, tiểu đỏ",Kỷ Cúc Địa Hoàng Thang gia vị,"Kỉ tử, Cúc hoa, Hoài sơn, Câu đằng, Sa sâm, Mạch môn, Trạch tả, Sơn thù, Đan bì, Phục linh, Táo nhân, Bá tử nhân"
Suy nhược thần kinh,Âm hư hỏa vượng (phương 2),"Hoa mắt, chóng mặt, nhức đầu, ù tai, hay quên, hồi hộp, hay xúc động, vui buồn thất thường, ngủ ít hay mơ, miệng khô họng khô, bừng nóng, táo bón, tiểu đỏ",Chu Sa An Thần Hoàn gia giảm,"Sinh địa, Qui đầu, Bạch thược, Mạch môn, Hoàng liên, Táo nhân, Phục linh, Cam thảo, Chu sa"
Suy nhược thần kinh,Tâm can thận âm hư,"Lưng đau, tai ù, di tinh, ngủ ít, hồi hộp, nhức đầu, nước tiểu trong, táo bón, miệng ít khô, mạch Tế",Tả Quy Hoàn gia giảm,"Thục địa, Hoài sơn, Kỉ tử, Thỏ ti tử, Lộc giác, Ngưu tất, Sơn thù, Qui bản, Bá tử nhân, Táo nhân"
Suy nhược thần kinh,Tâm can thận âm hư (phương 2),"Lưng đau, tai ù, di tinh, ngủ ít, hồi hộp, nhức đầu, nước tiểu trong, táo bón, miệng ít khô, mạch Tế",Lục Vị Quy Thược Thang gia vị,"Thục địa, Hoài sơn, Liên nhục, Kim anh tử, Sơn thù, Trạch tả, Đan bì, Phục linh, Bạch thược, Qui đầu, Táo nhân, Bá tử nhân"
Suy nhược thần kinh,Tâm tỳ hư,"Ngủ ít, dễ hoảng sợ, ăn kém, sút cân, mệt mỏi, mắt thâm quầng, hồi hộp, nhức đầu, rêu lưỡi trắng, mạch Nhu Tế Hoãn",Quy Tỳ Thang,"Hoàng kỳ, Bạch truật, Đẳng sâm, Táo, Qui đầu, Viễn trí, Long nhãn, Phục thần, Táo nhân, Mộc hương"
Suy nhược thần kinh,Âm dương đều hư,"Sắc mặt trắng, tinh thần uể oải, lưng đau, gối mỏi, di tinh, liệt dương, chân tay lạnh, sợ lạnh, ngủ ít, tiểu nhiều, nước tiểu trong dài, lưỡi trắng nhạt",Thận Khí Hoàn,"Thục địa, Hoài sơn, Kim anh tử, Khiếm thực, Ba kích, Táo, Sơn thù, Trạch tả, Phục linh, Phụ tử, Táo nhân, Thỏ ti tử, Đan bì, Nhục quế, Viễn trí"
Suy nhược thần kinh,Âm dương đều hư (phương 2),"Sắc mặt trắng, tinh thần uể oải, lưng đau, gối mỏi, di tinh, liệt dương, chân tay lạnh, sợ lạnh, ngủ ít, tiểu nhiều, nước tiểu trong dài, lưỡi trắng nhạt",Hữu Quy Hoàn gia giảm,"Thục địa, Kỉ tử, Cao ban, Sơn thù, Đỗ trọng, Phụ tử, Táo nhân, Viễn trí, Nhục quế"
Suy tim,Tâm dương hư,"Chân tay lạnh, tim đập hồi hộp, gặp lạnh hoặc hoạt động nhẹ khó thở tăng, rêu lưỡi trắng mỏng, mạch Tế Sác hoặc Kết Đại",Ích khí ôn dương - Sâm Phụ Thang gia vị,"Thái tử sâm, Phụ tử, Hoàng kỳ, Quế chi, Bạch truật, Đan sâm, Bá tử nhân"
Suy tim,Tâm tỳ dương hư,"Hồi hộp, khó thở, làm việc nhẹ khó thở tăng, chán ăn, bụng đầy, buồn nôn hoặc nôn, chân phù, rêu lưỡi dày nhớt, mạch nhỏ Sác Kết Đại",Kiện tỳ ôn dương - Tứ Quân Tử Thang hợp Linh Quế Truật Cam Thang gia giảm,"Đẳng sâm, Bạch linh, Bạch truật, Trích thảo, Sa tiền, Ý dĩ, Đan sâm, Quế chi"
Suy tim,Tâm thận dương hư,"Hồi hộp, khó thở, chân tay lạnh, sợ lạnh, tiểu ít, chân phù, mặt phù, tinh thần mệt mỏi, môi lưỡi xanh tím, rêu trắng, mạch Trầm Tế Nhược hoặc Kết Đại",Ôn dương lợi thủy - Chân Vũ Thang hợp Ngũ Linh Tán gia giảm,"Nhân sâm, Phụ tử, Bạch linh, Bạch truật, Sinh khương, Quế chi, Trạch tả, Sa tiền, Đan sâm"
Suy tim,Khí âm lưỡng hư,"Hồi hộp, khó thở, mệt mỏi, váng đầu, hoa mắt, miệng khô, họng khô, mất ngủ, mồ hôi trộm, lòng bàn chân tay nóng, lưỡi thon đỏ ít rêu, mạch Tế Sác",Ích khí dưỡng âm - Chích Cam Thảo Thang hợp Sinh Mạch Tán gia giảm,"Nhân sâm, Trích thảo, Mạch môn, Ngũ vị, Sinh địa, A giao, Sinh khương"
Suy tim,Khí hư huyết ứ,"Hồi hộp, ho, khó thở, ngực sườn đau tức, bụng đầy, 2 má đỏ, môi lưỡi tím đen, phù, tiểu ít, chất lưỡi tím thâm, mạch Sáp hoặc Huyền Kết",Ích khí hoạt huyết hóa ứ - Huyết Phủ Trục Ứ Thang gia giảm,"Đẳng sâm, Đan sâm, Xuyên khung, Xích thược, Hồng hoa, Hoàng kỳ, Hương phụ, Chỉ sác, Đào nhân, Sài hồ"
Suy tim,Đờm ẩm bế phế,"Hồi hộp, ngắn hơi, ho khó thở, ho khạc nhiều đờm trắng có bọt, bụng đầy, ăn ít, phù, tiểu ít, thân lưỡi bệu, rêu lưỡi trắng dày hoặc vàng nhớt, mạch Hoạt Sác",Tuyên phế hóa đàm chỉ khái bình suyễn - Tả Phế Thang hợp Tiểu Thanh Long Thang gia giảm,"Đình lịch tử, Trích thảo, Tang bì, Sa sâm, Địa cốt bì, Bán hạ, Ngũ vị, Ma hoàng, Hạnh nhân, Hậu phác"
Suy tim,Dương khí hư thoát,"Hồi hộp, khó thở, ngồi thở dốc, khó chịu bứt rứt, sắc mặt xanh xám, chân tay lạnh toát, mồ hôi, nặng thì hôn mê nói sảng, chất lưỡi tím, mạch Trầm Tế muốn tuyệt",Hồi dương cứu nghịch - Sâm Phụ Long Mẫu Thang hợp Sinh Mạch Tán gia giảm,"Nhân sâm, Phụ tử, Sinh Long cốt, Mẫu lệ, Mạch môn, Ngũ vị, Sơn thù"
Suy tuyến thượng thận (Addison),Tỳ Thận dương hư,"Sợ lạnh, tay chân lạnh, phân lỏng, nước tiểu trong nhiều, phù toàn thân, tình dục giảm, lông tóc không mượt, rụng lông âm bộ và nách, nam liệt dương hoạt tinh, nữ tử cung lạnh khí hư nhiều vô sinh, lưỡi nhạt có dấu răng, rêu lưỡi nhuận hoạt, mạch Trầm Tế Nhu Nhược",Phương trị Tỳ Thận dương hư,"Đẳng sâm, Kê huyết đằng, Tang kí sinh, Hoàng kỳ, Thỏ ti tử, Tục đoạn, Lộc giác giao, Phá cố chỉ, Đỗ trọng, Kê nội kim, Giá trùng, Sinh bồ hoàng, Hổ phách"
Suy tuyến thượng thận (Addison),Can Thận âm hư,"Hoa mắt, tai ù, tay chân tê dại, ngũ tâm phiền nhiệt, bụng trướng, táo bón, di tinh, mồ hôi trộm, nữ ngực căng vú có hạch, lưỡi hồng ít tân dịch, rêu vàng mỏng, mạch Huyền Tế hoặc Tế Sác",Phương trị Can Thận âm hư,"Sa sâm, Tục đoạn, Bạch thược, Sinh địa, Kỉ tử, Đỗ trọng, Nữ trinh tử, Hạn liên thảo, Qui đầu, Miết trùng, Sinh bồ hoàng, Kê nội kim, Hổ phách"
Suy tuyến thượng thận (Addison),Dương hư ứ huyết,"Sắc mặt xám đen, sợ lạnh, suy giảm tình dục, liệt dương, bế kinh, hay quên, đờ đẫn, chỉ thích nằm, lưỡi nhạt có điểm ứ huyết, rêu trắng nhuận, mạch Vi Tế",Tứ Vật Hồi Dương Ẩm gia giảm,"Nhân sâm, Phụ tử chế, Bào khương, Trích thảo, Đào nhân, Hoài sơn, Sơn thù, Đan sâm, Kê huyết đằng, Phục linh, Đan bì, Trạch tả"
Suy tuyến thượng thận (Addison),Tỳ Hư Ứ Huyết,"Sắc mặt và da đều đen, mệt mỏi không sức, đầu váng hoa mắt, đứng muốn ngã, ăn uống kém, muốn nôn, nôn mửa, lưỡi nhạt rêu trắng, mạch Trì Hoãn",Dị Công Tán gia giảm,"Đẳng sâm, Bạch truật, Trần bì, Phục linh, Hoài sơn, Biển đậu, Bán hạ, Cửu hương trùng, Can địa hoàng, Cúc hoa, Đan sâm, Đào nhân, Xuyên sơn giáp"
Suy tuyến thượng thận (Addison),Âm Dương Lưỡng Hư,"Có triệu chứng của cả hai thể Tỳ Thận dương hư và Can Thận âm hư, da khô, sốt nhẹ kéo dài, lưỡi bệu đỏ ít rêu, mạch Tế Sác vô lực nhưng sợ lạnh chân tay lạnh, huyết áp hạ",Kim Quỹ Thận Khí Hoàn gia vị,"Thục địa, Sơn dược, Đơn bì, Bạch linh, Trạch tả, Câu kỷ tử, Thỏ ti tử, Đỗ trọng, Nữ trinh tử, Sơn thù, Sinh Hoàng kỳ, Nhục quế, Chế Phụ tử, Cam thảo"
Suy tuyến thượng thận (Addison),Khí Huyết Lưỡng Hư,"Váng đầu hoa mắt, mệt mỏi ít nói, hồi hộp mất ngủ, môi lưỡi nhợt, da xanh tái có vùng xạm đen, mạch Trầm Tế Nhược",Bát Trân Thang gia giảm,"Thục địa, Đương qui, Bạch thược, Long nhãn nhục, Đảng sâm, Kỷ tử, Kê huyết đằng, Bạch truật, Hoàng kỳ, Sao táo nhân, Xuyên khung, Cam thảo"
Tai ù - Nhĩ minh,Huyết ứ,"Tai ù tiếng cao nhọn, đầu lưỡi có điểm ứ huyết, kinh nguyệt bế",Đào Hồng Tứ Vật Thang hợp Thông Khiếu Hoạt Huyết Thang gia giảm,"Qui đầu, Thục địa, Xích thược, Xuyên khung, Đào nhân, Hồng hoa, Hành, Táo, Xạ hương, Rượu"
Tai ù - Nhĩ minh,Can hỏa,"Đầu đau, mắt đỏ, miệng đắng, họng khô, phiền táo, lúc buồn phiền tức giận tai càng ù, táo bón, rêu lưỡi vàng, mạch Huyền Sác",Long đởm tả can thang gia giảm,"Hoàng cầm, Chi tử, Qui đầu, Sài hồ, Mộc thông, Cam thảo, Sinh địa, Long đởm thảo, Sa tiền, Trạch tả, Thuyền thoái"
Tai ù - Nhĩ minh,Đờm hỏa,"Ngực đầy, đờm nhiều, táo bón, tiểu khó, rêu lưỡi vàng bệu, mạch Hoạt Sác",Ôn đởm thang gia giảm,"Trần bì, Bán hạ, Bạch linh, Táo, Chỉ thực, Trúc nhự, Sinh khương, Cam thảo, Hoàng liên"
Tai ù - Nhĩ minh,Can thận âm hư,"Tai ù như ve kêu, đầu quay quắt không muốn mở mắt, đau đầu liên miên",Kỷ cúc địa hoàng hoàn gia giảm,"Đan bì, Bạch linh, Trạch tả, Thục địa, Sơn thù, Hoài sơn, Kỉ tử, Cúc hoa"
Tai ù - Nhĩ minh,Khí hư hạ hãm,"Tai ù, chân tay mỏi mệt, ăn ít, tiêu lỏng, hơi thở ngắn",Bổ Trung Ích Khí gia giảm,"Đẳng sâm, Hoàng kỳ, Chích thảo, Thăng ma, Qui đầu, Sài hồ, Bạch truật, Trần Bì"
Táo bón,Âm hư huyết nhiệt,"Táo bón lâu ngày, thường xuyên, họng khô, miệng khô, hay lở loét miệng, lưỡi đỏ ít rêu, người háo, khát nước, hay cáu gắt, mạch tế","Lương huyết nhuận táo, dưỡng âm nhuận táo","Ma nhân, Sa sâm, Mạch môn, Sinh địa, Huyền sâm, Thạch hộc, Hậu phác, Hạnh nhân, Bá tử nhân, Chỉ thực, Đại hoàng"
Táo bón,Thiếu máu,Táo bón kéo dài ở người thiếu máu,Bổ huyết nhuận táo,"Qui đầu, Thục địa, Bạch thược, Bá tử nhân, Ma nhân, Táo, Kỉ tử, Long nhãn, Xuyên khung, Hạnh nhân, Đào nhân, Nhung, Ban long"
Táo bón,Khí hư,"Cơ nhão, táo bón, hay đầy bụng, chậm tiêu, ăn kém, ợ hơi (thường gặp ở người già, phụ nữ sau đẻ nhiều)",Ích khí nhuận tràng,"Đẳng sâm, Bạch truật, Hoàng kỳ, Qui đầu, Cam thảo, Trần bì, Sài hồ, Thăng ma, Nhục thung dung, Bá tử nhân, Ma nhân, Kỉ tử, Nhung, Mật ong"
Táo bón,Khí trệ,Táo bón do ngồi lâu không thay đổi tư thế hoặc do viêm đại tràng mãn tính,"Bổ khí, hành khí, nhuận táo","Đẳng sâm, Bạch truật, Hoàng kỳ, Qui đầu, Cam thảo, Trần bì, Sài hồ, Thăng ma, Nhục thung dung, Bá tử nhân, Ma nhân, Kỉ tử, Chỉ thực, Chỉ sác, Hậu phác, Mật ong"
Táo bón,Hàn kết,"Đại tiện sáp trệ khó bài tiết, đau bụng khá nặng, ưa ấm ưa trườm (thường gặp ở người cao tuổi, người bệnh nằm lâu)",Ôn dương trợ khí tán hàn,"Bán hạ, Lưu hoàng, Nhục thung dung, Qui đầu, Mật ong"
Tắc lệ đạo,Phong kết hợp Can thận âm hư,"Nước mắt tự nhiên chảy ra (chảy nước mắt sống), gặp gió chảy nhiều hơn; có thể kèm viêm, sưng nề, đỏ ở góc mắt trong; nhiễm trùng mắt tái đi tái lại; xuất tiết nhầy mắt; nhìn mờ",Khu phong bổ Can thận,"Bạch chỉ, Xuyên khung, Ô tặc cốt, Tế tân, Uy linh tiên, Sinh địa, Kỉ tử, Bạch thược"
Tiêu chảy cấp,Hàn thấp,"Đau đầu, đau mình, bụng đau, sôi bụng, ỉa chảy, hơi sợ lạnh, sợ gió, rêu trắng dầy, tiểu tiện ít, mạch nhu hoãn, phù hoãn",Hoắc hương chính khí tán,"Cát cánh, Bạch linh, Hậu phác, Tô diệp, Bạch truật, Bán hạ, Bạch chỉ, Đại phúc bì, Trần bì, Chích thảo, Hoắc hương, Biển đậu, Sinh khương, Táo"
Tiêu chảy cấp,Thấp nhiệt (Bài 1),"Đau bụng tiết tả, đi tả cấp bách nhiều lần hoặc đi ra cảm thấy khó chịu, sắc phân vàng xẫm hoặc vẩn đục như vữa hoặc như nước vàng mà hôi thối, khát nước, tiểu tiện vàng sẻn, nôn mửa, đỏ nóng rát hậu môn, bụng đau, mạch sác",Phương thanh nhiệt lợi thấp 1,"Ô mai, Hoàng cầm, Cam thảo, Biển đậu, Hoàng liên, Hoắc hương, Hoạt thạch, Cát căn, Mộc thông, Hậu phác, Nhân trần, Ngân hoa"
Tiêu chảy cấp,Thấp nhiệt (Bài 2),Giống các triệu chứng thấp nhiệt trên,Phương thanh nhiệt lợi thấp 2,"Cát căn, Hoàng cầm, Hoàng liên, Nhân trần, Ngân hoa, Cam thảo, Mộc thông, Hoắc hương"
Tiêu chảy cấp,Bội thực,"Bụng đau nhiều, phân thối, chướng bụng, ợ hơi, đại tiện xong đỡ đau, mạch huyền sác hay trầm huyền",Phương tiêu thực đạo trệ,"Chỉ thực, Bạch truật, Bạch linh, Hoàng cầm, Hoàng liên, Trạch tả, Thần khúc, Đại hoàng, Can khương"
Tiêu chảy cấp,Vị phủ bất hoà,"Thượng vị đầy tức, nôn khan, sôi bụng tiêu chảy, rêu vàng mỏng nhớt, mạch huyền tế sác",Bán hạ tả tâm thang,"Bán hạ, Can khương, Chích thảo, Đại táo, Hoàng cầm, Đẳng sâm, Hoàng liên. (Nếu thấp nhiệt tích ở trung tiêu: bỏ Đẳng sâm, Can khương, Táo, Thảo gia Chỉ thực, Sinh khương; Bụng đau nôn nhiều hợp Tả kim hoàn; Có thực tích bỏ Đẳng sâm, Chích thảo gia Chỉ thực, Đại hoàng)"
Tiêu chảy cấp tính,Hàn thấp,"Đau đầu, đau mình, bụng đau, sôi bụng, ỉa chảy, hơi sợ lạnh, sợ gió, rêu trắng dầy, tiểu tiện ít, mạch nhu hoãn hoặc phù hoãn",Giải biểu ôn trung tán hàn táo thấp - Hoắc hương chính khí tán,"Cát cánh, Bạch linh, Hậu phác, Tô diệp, Bạch truật, Bán hạ, Bạch chỉ, Phúc bì, Trần Bì, Chích thảo, Hoắc hương, Biển đậu, Mộc hương, Táo, Sinh khương"
Tiêu chảy cấp tính,Thấp nhiệt,"Đau bụng tiết tả, đi tả cấp bách nhiều lần, phân vàng xẫm hoặc vẩn đục hoặc như nước vàng hôi thối, khát nước, tiểu tiện vàng sẻn, nôn mửa, đỏ nóng rát hậu môn, mạch sác",Thanh nhiệt lợi thấp - Cát căn cầm liên thang,"Ô mai, Hoàng cầm, Cam thảo, Biển đậu, Hoàng liên, Hoắc hương, Hoạt thạch, Cát căn, Mộc thông, Hậu phác, Nhân trần, Ngân hoa"
Tiêu chảy cấp tính,Bội thực,"Bụng đau nhiều, phân thối, chướng bụng, ợ hơi, đại tiện xong đỡ đau, mạch huyền sác hoặc trầm huyền",Tiêu thực đạo trệ,"Chỉ thực, Bạch truật, Bạch linh, Hoàng cầm, Hoàng liên, Trạch tả, Thần khúc, Đại hoàng, Can khương"
Tiêu chảy cấp tính,Vị phủ bất hòa,"Thượng vị đầy tức, nôn khan, sôi bụng, tiêu chảy, rêu vàng mỏng nhớt, mạch huyền tế sác",Điều hòa vị phủ - Bán hạ tả tâm thang,"Bán hạ, Can khương, Chích thảo, Đại táo, Hoàng cầm, Đẳng sâm, Hoàng liên"
Tiêu chảy trẻ em,Tích trệ đồ ăn,"Bụng đầy trướng, bú ít, nôn mửa, mùi chua khai, ngủ không yên giấc hay khóc, ỉa chảy mùi chua thối, chậm tiêu, có khi đi ngoài ra thức ăn, rêu lưỡi mỏng trắng hoặc hơi vàng, mạch hoạt",Tiêu thực đạo trệ phương,"Ma nhân, Sơn tra, Thần khúc, Hạt củ cải, Kê nội kim, Ý dĩ, Hương phụ, Trần bì, Trích thảo, Liên kiều, Bạch linh"
Tiêu chảy trẻ em,Do giun,"Ngứa ngáy, da vàng khô, hay khóc, hay kinh giật, ăn uống thất thường, buồn nôn, đau bụng, bụng trướng, ỉa chảy",Kiện tỳ trừ thấp khu trùng phương,"Đẳng sâm, Hoàng liên, Sơn tra, Bạch truật, Sử quân tử, Trích thảo, Bạch linh, Thần khúc, Ma nhân"
Tiêu chảy trẻ em,Thấp nhiệt,"Ỉa nhiều lần trong ngày (có thể trên 10 lần), bụng sôi, trướng, nôn mửa, sốt, khát nước, tiểu tiện ít đỏ, rêu vàng hoặc trắng khô, hậu môn đỏ rát",Thanh nhiệt trừ thấp phương,"Cát căn, Hoàng cầm, Hoàng liên, Cam thảo"
Tĩnh mạch viêm tắc,Thấp nhiệt,"Bắp chân xưng trướng, xuất hiện sợi mạch cứng rắn như chuỗi thừng và sưng đau, nóng rát đỏ bừng, tiểu tiện vàng, rêu vàng nhớt","Thanh hoá thấp nhiệt, thông kinh hoạt huyết chỉ thống","Ngưu tất, Mộc qua, Xương truật, Kê huyết đằng, Ô dược, Xích thược, Đào nhân, Trạch tả, Trạch lan"
Tĩnh mạch viêm tắc,Hàn thấp ngưng trệ,"Chân nặng, ấn lõm, sáng nhẹ chiều nặng, sợ lạnh, sắc da không tươi, bắp chân đau khó co duỗi, ăn uống kém, lưỡi trắng bệu, mạch Tế Nhu hoặc Trầm Tế",Ôn dương hóa trệ lợi thấp thông kết - Thực Tỳ Ẩm gia giảm,"Bạch truật, Phục linh, Mộc qua, Hậu phác, Thảo đậu khấu, Đại phúc bì, Mộc hương, Phụ tử, Can khương, Cam thảo, Sinh khương, Táo"
Tĩnh mạch viêm tắc,Huyết ứ,"Da đau nặng tức, sắc đỏ tím, cử động đau, bắp chân đau hoặc vết ngoằn nghèo, ấn căng cứng, lưỡi có ban tím, mạch Trầm Tế hoặc Trầm Sáp",Hoạt huyết hóa ứ hành khí tán kết,"Tô mộc, Bạch thược, Tam lăng, Trần bì, Mộc hương, Xích thược, Hồng hoa, Nga truật"
Tĩnh mạch viêm tắc,Tỳ hư không kiện vận,"Da vùng bệnh sưng tức ấn lõm, sắc hơi trắng hoặc xanh úa, chân nặng không sức, bụng trên khó chịu, sắc mặt vàng úa, duỗi chân khó, chân lạnh, tiêu lỏng, lưỡi trắng nhạt","Phù Tỳ kiện Vị, ích khí dưỡng huyết - Phòng kỷ hoàng kỳ thang gia giảm","Phòng kỉ, Hoàng kỳ, Cam thảo, Sinh khương, Táo"
Tĩnh mạch viêm tắc,Can uất,"Vùng ngực bụng hông sườn có mạch máu bế tắc, đau như kim đâm, đau tức hoặc đột ngột, phiền muộn thở dài, lưỡi đỏ sậm hoặc ban tím, mạch Huyền hoặc Huyền Sáp",Thanh Can giải uất hoạt huyết giải độc - Phục nguyên hoạt huyết thang gia giảm,"Sài hồ, Qui đầu, Thiên hoa, Đào nhân, Hồng hoa, Xuyên sơn giáp, Đại hoàng, Cam thảo"
Tý chứng – Phong thấp - Thấp khớp,Phong tý (Hành tý),"Đau di chuyển các khớp, đau nhiều khớp, sợ gió, rêu lưỡi trắng, mạch phù","Khu phong tán hàn trừ thấp, hoạt huyết hành khí","Phòng phong, Khương hoạt, Tần giao, Quế chi, Bạch linh, Bạch thược, Đương qui, Cam thảo, Ma hoàng, Thổ phục, Thương nhĩ tử, Hi thiêm, Uy linh tiên, ý dĩ, Bạch chỉ, Tỳ giải"
Tý chứng – Phong thấp - Thấp khớp,Hàn tý (Thống tý),"Đau dữ dội ở một khớp, trời lạnh đau tăng, chườm nóng đỡ, tay chân lạnh, sợ lạnh, rêu lưỡi trắng","Tán hàn khu phong trừ thấp, hành khí hoạt huyết","Quế chi, Can khương, Phụ tử, TN kiện, Uy linh tiên, ý dĩ, Xương truật, Xuyên khung, Ngưu tất, Thương nhĩ tử, Ma hoàng, Bạch thược, Hoàng kì, Bạch linh"
Tý chứng – Phong thấp - Thấp khớp,Thấp tý (Trước tý),"Các khớp nhức mỏi, đau một chỗ, tê bì, đau các cơ, vận động khó, miệng nhạt, rêu lưỡi trắng dính","Trừ thấp tán hàn khu phong, hành khí hoạt huyết","ý dĩ, Xương truật, Ma hoàng, Quế chi, Khương hoạt, Độc hoạt, Phòng phong, Ô dược, Hoàng kỳ, Cam thảo, Đẳng sâm, Xuyên khung, Ngưu tất, Bạch chỉ, Đan sâm, Ngũ gia bì"
Thần kinh sinh ba,Phong nhiệt đờm,"Đau rát nóng không chịu được ở một bên đầu hoặc mặt; da mặt đỏ; lúc đau ra mồ hôi; gặp nóng khó chịu hơn, thích chườm mát; kèm sốt, miệng khô, nước tiểu vàng; lưỡi đỏ, rêu vàng; mạch Huyền Sác (nếu đờm nhiệt ngăn trở kinh mạch: chóng mặt, ngực đầy, tay chân tê, lưỡi đỏ rêu vàng, mạch Huyền Hoạt Sác)",Khung Chỉ Thạch Cao Thang gia vị,"Thạch cao, Xuyên khung, Cát căn, Bạch chỉ, Phụ tử, Nam tinh, Bán hạ, Cương tằm, Kinh giới, Cúc hoa, Khương hoạt, Cảo bản, Ngân hoa. (Bệnh kéo dài hoặc huyết trệ nặng thêm Thổ miết trùng, Tam thất; đau không đỡ thêm Toàn yết, Ngô công; nóng nhiều ở mặt thêm Địa long, Thăng ma; ăn kém khó tiêu nôn mửa thêm Mạch nha, Chỉ xác)"
Thần kinh sinh ba,Phong hàn đờm,"Đau dạng co giật, nặng thì không thể chịu được; khi đau da mặt xám như da chì; gặp lạnh đau tăng, thích chườm ấm; lưỡi nhạt, rêu mỏng; mạch Khẩn (nếu hàn đờm ngăn trở kinh lạc: mặt tê dại, lưỡi nhạt, rêu trắng dày, mạch Nhu Hoạt Khẩn)",Xuyên Khung Trà Điều Tán gia giảm,"Xuyên khung, Bạch chỉ, Khương hoạt, Kinh giới, Phòng phong, Toàn yết, Ngô công, Cam thảo, Tế tân. (Lạnh nhiều thêm Phụ tử; ứ nhiều thêm Chỉ xác, Đan sâm, Ngũ linh chi; biểu hàn rõ thêm Ma hoàng; nội nhiệt thêm Thạch cao; sổ mũi nghẹt mũi thêm Thương nhĩ tử, Kim ngân hoa; ăn kém thêm Mạch nha, Chỉ xác; lưu ý Phụ tử, Tế tân không dùng lâu)"
Thần kinh sinh ba,Can uất hoá hoả,"Dễ tức giận, uất ức; một bên đầu hoặc mặt đau rát; gặp nóng càng tăng; mặt đỏ, mắt đỏ; nặng thì cơ co giật, co thắt từng cơn; miệng đắng, họng khô, bứt rứt; ngực đầy, hông sườn đau; ngủ không yên; nước tiểu vàng, táo bón; lưỡi đỏ, rêu vàng; mạch Huyền Sác",Chi Tử Thanh Can Tán gia vị,"Thạch cao, Xuyên khung, Ngưu bàng, Sài hồ, Bạch thược, Qui đầu, Chi tử, Đan bì, Cương tằm, Hoàng cầm, Hoàng liên"
Thần kinh sinh ba,Đờm thấp,"Một bên đầu hoặc mặt đau dữ dội; kèm đầu nặng, hoặc đau dẫn đến tê, mất cảm giác; cảm thấy tê trong miệng; lưỡi xanh nhạt, rêu nhờn; mạch Huyền Nhu Tế",Nhị Trần Thang và Thông Khiếu Hoạt Huyết Thang gia giảm,"Xuyên khung, Bạch chỉ, Bán hạ, Đào nhân, Hồng hoa, Xích thược, Phục linh, Trần bì, Cam thảo, Sinh khương"
Thần kinh sinh ba,Đờm hoả,"Đau tức, rát từng cơn ngắn, căng trướng; đau nhiều khi ăn; thích chườm cay ấm; miệng khô không thích uống; đầu nặng, ngực bụng đầy trướng; thỉnh thoảng nôn ra đờm, nước chua đắng; miệng đắng; dễ tức giận, cáu gắt; lưỡi đỏ, rêu vàng mỏng; mạch Huyền Hoạt Sác",Hoàng Liên Ôn Đởm Thang gia vị,"Xuyên khung, Huyền hồ, Phục linh, Bán hạ, Trần bì, Chỉ thực, Trúc nhự, Nam tinh, Thiên ma, Đan sâm, Hoàng liên, Cam thảo, Táo. (Sốt cao thêm Hoàng cầm, Thiên trúc hoàng; vị nhiệt thêm Tri mẫu, Thạch cao)"
Thần kinh sinh ba,Khí hư huyết ứ,"Mặt đau liên tục thời gian dài, dữ dội không chịu nổi; đau một chỗ cố định; mặt xám; khi đau kèm giật giật; tay chân tê; sợ gió, tự ra mồ hôi; hơi thở ngắn, ngại nói, tiếng nhỏ yếu; da mặt trắng nhạt; lưỡi có điểm ứ huyết; mạch Trầm Tế Nhược",Thuận Khí Hoà Trung Thang gia vị,"Hoàng kỳ, Xuyên khung, Đẳng sâm, Bạch truật, Qui đầu, Bạch thược, Xích thược, Địa long, Màn kinh, Trần bì, Cam thảo, Thăng ma, Sài hồ, Tế tân"
Thần kinh sinh ba,Âm hư huyết ứ,"Đau dữ dội, đau rát một chỗ ở một bên mặt, bên đầu; sốt về chiều, gò má đỏ; chóng mặt, tai ù; lưng đau, gối mỏi; bứt rứt, mắt đỏ; lưỡi đỏ, rêu vàng hoặc khô; mạch Huyền Tế Sác",Địa Hoàng Thạch Cao Thang,"Sinh địa, Thạch cao, Huyền sâm, Bạch thược, Một dược, Khương hoạt, Tế tân, Thiên ma"
